GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	SLIMMED FROM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	O60016	clr4	GO:0007059	GO:0045141	meiotic telomere clustering	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0051567	histone H3-K9 methylation	284812	clr4,kmt1,SPBC428.08c	P
UniProtKB	O60016	clr4	GO:0036211	GO:0046974	histone methyltransferase activity (H3-K9 specific)	284812	clr4,kmt1,SPBC428.08c	F
UniProtKB	O60052	cwp1	GO:0036211	GO:0018344	protein geranylgeranylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018343	protein farnesylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018344	protein geranylgeranylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018343	protein farnesylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018342	protein prenylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018344	protein geranylgeranylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0036211	GO:0018343	protein farnesylation	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60052	cwp1	GO:0072659	GO:0072659	protein localization to plasma membrane	284812	cwp1,SPAPB1A10.04c	P
UniProtKB	O60053	pof12	GO:0030163	GO:0006511	ubiquitin-dependent protein catabolic process	284812	pof12,SPBC56F2.01	P
UniProtKB	O60054	arp10	GO:0007018	GO:0007018	microtubule-based movement	284812	arp10,SPBC56F2.03	P
UniProtKB	O60054	arp10	GO:0140013	GO:0030989	dynein-driven meiotic oscillatory nuclear movement	284812	arp10,SPBC56F2.03	P
UniProtKB	O60054	arp10	GO:0007018	GO:0030989	dynein-driven meiotic oscillatory nuclear movement	284812	arp10,SPBC56F2.03	P
UniProtKB	O60055	utp20	GO:0042254	GO:0006364	rRNA processing	284812	utp20,SPBC56F2.04	P
UniProtKB	O60055	utp20	GO:0042254	GO:0042254	ribosome biogenesis	284812	utp20,SPBC56F2.04	P
UniProtKB	O60055	utp20	GO:0042254	GO:0006364	rRNA processing	284812	utp20,SPBC56F2.04	P
UniProtKB	O60056	SPBC56F2.05c	GO:0006355	GO:0006355	regulation of transcription, DNA-templated	284812	SPBC56F2.05c	P
UniProtKB	O60056	SPBC56F2.05c	GO:0006355	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	284812	SPBC56F2.05c	F
UniProtKB	O60056	SPBC56F2.05c	GO:0006355	GO:0006357	regulation of transcription by RNA polymerase II	284812	SPBC56F2.05c	P
UniProtKB	O60056	SPBC56F2.05c	GO:0006355	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	284812	SPBC56F2.05c	F
UniProtKB	O60057	mug147	GO:0022414	GO:0051321	meiotic cell cycle	284812	mug147,SPBC56F2.06	P
UniProtKB	O60058	afg2	GO:0042254	GO:0042273	ribosomal large subunit biogenesis	284812	afg2,SPBC56F2.07c	P
UniProtKB	O60059	SPBC56F2.08c	GO:0016071	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	284812	SPBC56F2.08c	P
UniProtKB	O60059	SPBC56F2.08c	GO:0016071	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	284812	SPBC56F2.08c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006526	arginine biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006541	glutamine metabolic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0055086	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0008652	cellular amino acid biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006541	glutamine metabolic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006526	arginine biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0071941	GO:0000050	urea cycle	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006526	arginine biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60060	arg5	GO:0006520	GO:0006526	arginine biosynthetic process	284812	arg5,cpa1,SPBC56F2.09c	P
UniProtKB	O60061	alg5	GO:0006486	GO:0006487	protein N-linked glycosylation	284812	alg5,SPBC56F2.10c	P
UniProtKB	O60061	alg5	GO:0006486	GO:0018279	protein N-linked glycosylation via asparagine	284812	alg5,SPBC56F2.10c	P
UniProtKB	O60061	alg5	GO:0006629	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	284812	alg5,SPBC56F2.10c	P
UniProtKB	O60061	alg5	GO:0006486	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	284812	alg5,SPBC56F2.10c	P
UniProtKB	O60061	alg5	GO:0006486	GO:0006486	protein glycosylation	284812	alg5,SPBC56F2.10c	P
UniProtKB	O60062	met6	GO:0006790	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009092	homoserine metabolic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006790	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0008652	cellular amino acid biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009092	homoserine metabolic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006790	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006790	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0009086	methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006790	GO:0071266	'de novo' L-methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60062	met6	GO:0006520	GO:0071266	'de novo' L-methionine biosynthetic process	284812	met6,SPBC56F2.11	P
UniProtKB	O60063	nam9	GO:0140053	GO:0032543	mitochondrial translation	284812	nam9,SPBC13G1.01c	P
UniProtKB	O60064	SPBC13G1.02	GO:1901135	GO:0009298	GDP-mannose biosynthetic process	284812	SPBC13G1.02	P
UniProtKB	O60064	SPBC13G1.02	GO:0055086	GO:0009298	GDP-mannose biosynthetic process	284812	SPBC13G1.02	P
UniProtKB	O60064	SPBC13G1.02	GO:0006486	GO:0006486	protein glycosylation	284812	SPBC13G1.02	P
UniProtKB	O60064	SPBC13G1.02	GO:1901135	GO:0009298	GDP-mannose biosynthetic process	284812	SPBC13G1.02	P
UniProtKB	O60064	SPBC13G1.02	GO:0055086	GO:0009298	GDP-mannose biosynthetic process	284812	SPBC13G1.02	P
UniProtKB	O60065	pex14	GO:0055085	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60065	pex14	GO:0007031	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60065	pex14	GO:0006886	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60065	pex14	GO:0055085	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60065	pex14	GO:0007031	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60065	pex14	GO:0006886	GO:0016560	protein import into peroxisome matrix, docking	284812	pex14,SPBC13G1.03c	P
UniProtKB	O60066	abh1	GO:0006281	GO:0006281	DNA repair	284812	abh1,SPBC13G1.04c	P
UniProtKB	O60066	abh1	GO:0006281	GO:0006307	DNA dealkylation involved in DNA repair	284812	abh1,SPBC13G1.04c	P
UniProtKB	O60066	abh1	GO:0006399	GO:1990983	tRNA demethylation	284812	abh1,SPBC13G1.04c	P
UniProtKB	O60067	SPBC13G1.05	GO:0006457	GO:0034975	protein folding in endoplasmic reticulum	284812	SPBC13G1.05	P
UniProtKB	O60068	isd11	GO:0006790	GO:0016226	iron-sulfur cluster assembly	284812	isd11,SPBC13G1.06c	P
UniProtKB	O60068	isd11	GO:0006790	GO:0016226	iron-sulfur cluster assembly	284812	isd11,SPBC13G1.06c	P
UniProtKB	O60068	isd11	GO:0006790	GO:0044571	[2Fe-2S] cluster assembly	284812	isd11,SPBC13G1.06c	P
UniProtKB	O60069	swf1	GO:0036211	GO:0018230	peptidyl-L-cysteine S-palmitoylation	284812	swf1,SPBC13G1.07	P
UniProtKB	O60069	swf1	GO:0006886	GO:0006612	protein targeting to membrane	284812	swf1,SPBC13G1.07	P
UniProtKB	O60069	swf1	GO:0036211	GO:0018345	protein palmitoylation	284812	swf1,SPBC13G1.07	P
UniProtKB	O60069	swf1	GO:0072659	GO:0061951	establishment of protein localization to plasma membrane	284812	swf1,SPBC13G1.07	P
UniProtKB	O60070	ash2	GO:0036211	GO:0051568	histone H3-K4 methylation	284812	ash2,SPBC13G1.08c	P
UniProtKB	O60070	ash2	GO:0036211	GO:0051568	histone H3-K4 methylation	284812	ash2,SPBC13G1.08c	P
UniProtKB	O60070	ash2	GO:0006325	GO:0031507	heterochromatin assembly	284812	ash2,SPBC13G1.08c	P
UniProtKB	O60070	ash2	GO:0006325	GO:0045814	negative regulation of gene expression, epigenetic	284812	ash2,SPBC13G1.08c	P
UniProtKB	O60071	SPBC13G1.09	GO:0042254	GO:0006364	rRNA processing	284812	SPBC13G1.09	P
UniProtKB	O60071	SPBC13G1.09	GO:0042254	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	284812	SPBC13G1.09	P
UniProtKB	O60072	slh1	GO:0022414	GO:0051321	meiotic cell cycle	284812	slh1,mug81,SPBC13G1.10c	P
UniProtKB	O60072	slh1	GO:0002181	GO:0002181	cytoplasmic translation	284812	slh1,mug81,SPBC13G1.10c	P
UniProtKB	O60073	ykt6	GO:0016192	GO:0016192	vesicle-mediated transport	284812	ykt6,SPBC13G1.11	P
UniProtKB	O60073	ykt6	GO:0061024	GO:0005484	SNAP receptor activity	284812	ykt6,SPBC13G1.11	F
UniProtKB	O60073	ykt6	GO:0016192	GO:0016192	vesicle-mediated transport	284812	ykt6,SPBC13G1.11	P
UniProtKB	O60073	ykt6	GO:0006886	GO:0006886	intracellular protein transport	284812	ykt6,SPBC13G1.11	P
UniProtKB	O60073	ykt6	GO:0061024	GO:0061025	membrane fusion	284812	ykt6,SPBC13G1.11	P
UniProtKB	O60074	did2	GO:0016192	GO:0032509	endosome transport via multivesicular body sorting pathway	284812	did2,chm1,vps46,SPBC13G1.12	P
UniProtKB	O60074	did2	GO:0016192	GO:0045324	late endosome to vacuole transport	284812	did2,chm1,vps46,SPBC13G1.12	P
UniProtKB	O60074	did2	GO:0016192	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	284812	did2,chm1,vps46,SPBC13G1.12	P
UniProtKB	O60074	did2	GO:0006886	GO:0006623	protein targeting to vacuole	284812	did2,chm1,vps46,SPBC13G1.12	P
UniProtKB	O60074	did2	GO:0030163	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	284812	did2,chm1,vps46,SPBC13G1.12	P
UniProtKB	O60076	taf13	GO:0006351	GO:0006366	transcription by RNA polymerase II	284812	taf13,SPCC1494.02c	P
UniProtKB	O60076	taf13	GO:0065003	GO:0051123	RNA polymerase II preinitiation complex assembly	284812	taf13,SPCC1494.02c	P
UniProtKB	O60076	taf13	GO:0006351	GO:0051123	RNA polymerase II preinitiation complex assembly	284812	taf13,SPCC1494.02c	P
UniProtKB	O60076	taf13	GO:0006351	GO:0006366	transcription by RNA polymerase II	284812	taf13,SPCC1494.02c	P
UniProtKB	O60076	taf13	GO:0006351	GO:0016251	RNA polymerase II general transcription initiation factor activity	284812	taf13,SPCC1494.02c	F
UniProtKB	O60077	arz1	GO:0007163	GO:0030010	establishment of cell polarity	284812	arz1,SPCC1494.03	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0009073	aromatic amino acid family biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0008652	cellular amino acid biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60078	tyr1	GO:0006520	GO:0006571	tyrosine biosynthetic process	284812	tyr1,SPCC1494.04c	P
UniProtKB	O60079	ubp12	GO:0036211	GO:0016579	protein deubiquitination	284812	ubp12,SPCC1494.05c	P
UniProtKB	O60079	ubp12	GO:0030163	GO:0006511	ubiquitin-dependent protein catabolic process	284812	ubp12,SPCC1494.05c	P
UniProtKB	O60079	ubp12	GO:0036211	GO:0016579	protein deubiquitination	284812	ubp12,SPCC1494.05c	P
UniProtKB	O60080	dbp9	GO:0042254	GO:0006364	rRNA processing	284812	dbp9,SPCC1494.06c	P
UniProtKB	O60080	dbp9	GO:0042254	GO:0042254	ribosome biogenesis	284812	dbp9,SPCC1494.06c	P
UniProtKB	O60080	dbp9	GO:0042254	GO:0006364	rRNA processing	284812	dbp9,SPCC1494.06c	P
UniProtKB	O60081	SPCC1494.07	GO:0006399	GO:0030488	tRNA methylation	284812	SPCC1494.07	P
UniProtKB	O60081	SPCC1494.07	GO:0006399	GO:0008033	tRNA processing	284812	SPCC1494.07	P
UniProtKB	O60081	SPCC1494.07	GO:0006399	GO:0030488	tRNA methylation	284812	SPCC1494.07	P
UniProtKB	O60083	SPCC1494.09c	GO:0006351	GO:0006367	transcription initiation from RNA polymerase II promoter	284812	SPCC1494.09c	P
UniProtKB	O60084	tim44	GO:0055085	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0007005	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0006886	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0055085	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0007005	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0006886	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0055085	GO:0015450	protein-transporting ATPase activity	284812	tim44,SPBC14C8.02	F
UniProtKB	O60084	tim44	GO:0055085	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0007005	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60084	tim44	GO:0006886	GO:0030150	protein import into mitochondrial matrix	284812	tim44,SPBC14C8.02	P
UniProtKB	O60085	fma2	GO:0051604	GO:0035551	protein initiator methionine removal involved in protein maturation	284812	fma2,map2,SPBC14C8.03	P
UniProtKB	O60085	fma2	GO:0036211	GO:0035551	protein initiator methionine removal involved in protein maturation	284812	fma2,map2,SPBC14C8.03	P
UniProtKB	O60085	fma2	GO:0036211	GO:0070084	protein initiator methionine removal	284812	fma2,map2,SPBC14C8.03	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009082	branched-chain amino acid biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009082	branched-chain amino acid biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009082	branched-chain amino acid biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0008652	cellular amino acid biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009099	valine biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009098	leucine biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009097	isoleucine biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009099	valine biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60086	SPBC14C8.04	GO:0006520	GO:0009097	isoleucine biosynthetic process	284812	SPBC14C8.04	P
UniProtKB	O60087	meu17	GO:0005975	GO:0005976	polysaccharide metabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0005975	GO:0005975	carbohydrate metabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0005975	GO:0000272	polysaccharide catabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0005975	GO:0005975	carbohydrate metabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0022414	GO:0051321	meiotic cell cycle	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0006091	GO:0005980	glycogen catabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60087	meu17	GO:0005975	GO:0005980	glycogen catabolic process	284812	meu17,SPBC14C8.05c	P
UniProtKB	O60091	mrpl24	GO:0140053	GO:0032543	mitochondrial translation	284812	mrpl24,SPBC14C8.10	P
UniProtKB	O60094	pol5	GO:0006355	GO:0006355	regulation of transcription, DNA-templated	284812	pol5,SPBC14C8.14c	P
UniProtKB	O60094	pol5	GO:0042254	GO:0006364	rRNA processing	284812	pol5,SPBC14C8.14c	P
UniProtKB	O60094	pol5	GO:0006351	GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	284812	pol5,SPBC14C8.14c	P
UniProtKB	O60094	pol5	GO:0006351	GO:0009303	rRNA transcription	284812	pol5,SPBC14C8.14c	P
UniProtKB	O60095	SPBC14C8.15	GO:0006629	GO:0006629	lipid metabolic process	284812	SPBC14C8.15	P
UniProtKB	O60095	SPBC14C8.15	GO:0006629	GO:0016042	lipid catabolic process	284812	SPBC14C8.15	P
UniProtKB	O60095	SPBC14C8.15	GO:0006629	GO:0006629	lipid metabolic process	284812	SPBC14C8.15	P
UniProtKB	O60095	SPBC14C8.15	GO:0006629	GO:0006696	ergosterol biosynthetic process	284812	SPBC14C8.15	P
UniProtKB	O60096	bot1	GO:0140053	GO:0032543	mitochondrial translation	284812	bot1,SPBC14C8.16c	P
UniProtKB	O60096	bot1	GO:0140053	GO:0032543	mitochondrial translation	284812	bot1,SPBC14C8.16c	P
UniProtKB	O60097	spt8	GO:0006355	GO:0006357	regulation of transcription by RNA polymerase II	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60097	spt8	GO:0006325	GO:0006325	chromatin organization	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60097	spt8	GO:0006355	GO:0003712	transcription coregulator activity	284812	spt8,sep9,SPBC14C8.17c	F
UniProtKB	O60097	spt8	GO:0006355	GO:0006357	regulation of transcription by RNA polymerase II	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60097	spt8	GO:0006325	GO:0006338	chromatin remodeling	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60097	spt8	GO:0006355	GO:0003713	transcription coactivator activity	284812	spt8,sep9,SPBC14C8.17c	F
UniProtKB	O60097	spt8	GO:0006325	GO:0045815	epigenetic maintenance of chromatin in transcription-competent conformation	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60097	spt8	GO:0006355	GO:0045893	positive regulation of transcription, DNA-templated	284812	spt8,sep9,SPBC14C8.17c	P
UniProtKB	O60099	SPBC14F5.02	GO:0016192	GO:0006891	intra-Golgi vesicle-mediated transport	284812	SPBC14F5.02	P
UniProtKB	O60099	SPBC14F5.02	GO:0016192	GO:0006891	intra-Golgi vesicle-mediated transport	284812	SPBC14F5.02	P
UniProtKB	O60099	SPBC14F5.02	GO:0016192	GO:0006891	intra-Golgi vesicle-mediated transport	284812	SPBC14F5.02	P
UniProtKB	O60100	kap123	GO:0006913	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006886	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006913	GO:0061608	nuclear import signal receptor activity	284812	kap123,SPBC14F5.03c	F
UniProtKB	O60100	kap123	GO:0006886	GO:0006886	intracellular protein transport	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006913	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006886	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006913	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006886	GO:0006606	protein import into nucleus	284812	kap123,SPBC14F5.03c	P
UniProtKB	O60100	kap123	GO:0006913	GO:0061608	nuclear import signal receptor activity	284812	kap123,SPBC14F5.03c	F
UniProtKB	O60101	pgk1	GO:1901135	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0055086	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0006091	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006094	gluconeogenesis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:1901135	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0055086	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0006091	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:1901135	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0055086	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0006091	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006094	gluconeogenesis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:1901135	GO:0061621	canonical glycolysis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0055086	GO:0061621	canonical glycolysis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0006091	GO:0061621	canonical glycolysis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0061621	canonical glycolysis	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:1901135	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0055086	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0006091	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60101	pgk1	GO:0005975	GO:0006096	glycolytic process	284812	pgk1,SPBC14F5.04c	P
UniProtKB	O60102	rli1	GO:0042254	GO:0000054	ribosomal subunit export from nucleus	284812	rli1,SPBC14F5.06	P
UniProtKB	O60102	rli1	GO:0006913	GO:0000054	ribosomal subunit export from nucleus	284812	rli1,SPBC14F5.06	P
UniProtKB	O60102	rli1	GO:0042254	GO:0006364	rRNA processing	284812	rli1,SPBC14F5.06	P
UniProtKB	O60102	rli1	GO:0042254	GO:0042254	ribosome biogenesis	284812	rli1,SPBC14F5.06	P
UniProtKB	O60102	rli1	GO:0002181	GO:0002183	cytoplasmic translational initiation	284812	rli1,SPBC14F5.06	P
UniProtKB	O60102	rli1	GO:0042254	GO:0042273	ribosomal large subunit biogenesis	284812	rli1,SPBC14F5.06	P
UniProtKB	O60103	doa10	GO:0030163	GO:0030433	ubiquitin-dependent ERAD pathway	284812	doa10,ssm4,SPBC14F5.07	P
UniProtKB	O60103	doa10	GO:0030163	GO:0030433	ubiquitin-dependent ERAD pathway	284812	doa10,ssm4,SPBC14F5.07	P
